element,parent,trade_value,color,dummy_value
Flat-Rolled Stainless Steel,Iron and steel,453661.00000000006,0.007697100636204703,0.1829004329004329
Hot-Rolled Stainless Steel Bars,Iron and steel,1311.0,2.224325858750116e-05,0.1829004329004329
Other Stainless Steel Bars,Iron and steel,319866.0,0.005427049695918876,0.1829004329004329
Stainless Steel Wire,Iron and steel,5234414.0,0.08881039218614516,0.1829004329004329
Steel Ingots,Iron and steel,4064.0,6.895240495774579e-05,0.1829004329004329
Flat Flat-Rolled Steel,Iron and steel,79540.0,0.001349526154118873,0.1829004329004329
Flat-Rolled Iron,Iron and steel,300887.0,0.005105039928769994,0.1829004329004329
Steel Bars,Iron and steel,1326505.0,0.022506326264388428,0.1829004329004329
Other Steel Bars,Iron and steel,667604.0,0.011326993444736939,0.1829004329004329
Steel Wire,Iron and steel,267167.0,0.004532924993933579,0.1829004329004329
Iron or steel articles,Metals,102888513.0,0.6660967138240262,5.121212121212121
Iron Sheet Piling,Iron or steel articles,4473.0,0.0001331602081931425,0.19696969696969696
Iron Railway Products,Iron or steel articles,419.0,1.2473536157595955e-05,0.19696969696969696
Cast Iron Pipes,Iron or steel articles,41993.0,0.0012501222049306133,0.19696969696969696
Iron Pipes,Iron or steel articles,2695428.0,0.08024228787159081,0.19696969696969696
Other Large Iron Pipes,Iron or steel articles,18394.0,0.0005475852603408592,0.19696969696969696
Other Small Iron Pipes,Iron or steel articles,28168389.0,0.8385666317248882,0.19696969696969696
Iron Pipe Fittings,Iron or steel articles,1016422.0,0.03025865529445345,0.19696969696969696
Iron Structures,Iron or steel articles,8261072.0,0.24593026322793204,0.19696969696969696
Large Iron Containers,Iron or steel articles,1327971.0,0.039533399247586774,0.19696969696969696
Small Iron Containers,Iron or steel articles,11573436.0,0.3445385976458776,0.19696969696969696
Iron Gas Containers,Iron or steel articles,1150343.0,0.034245453470495,0.19696969696969696
Stranded Iron Wire,Iron or steel articles,1556847.0000000002,0.04634698650678948,0.19696969696969696
Barbed Wire,Iron or steel articles,4785718.0,0.14246975301445775,0.19696969696969696
Iron Cloth,Iron or steel articles,3562487.0,0.10605444010850965,0.19696969696969696
Iron Chains,Iron or steel articles,326713.0,0.009726172836889372,0.19696969696969696
Iron Anchors,Iron or steel articles,11387.0,0.000338988439681492,0.19696969696969696
Iron Nails,Iron or steel articles,291599.0,0.008680836921285974,0.19696969696969696
Iron Fasteners,Iron or steel articles,1685793.0,0.05018568004706959,0.19696969696969696
Iron Sewing Needles,Iron or steel articles,25844.0,0.0007693700917826011,0.19696969696969696
Iron Springs,Iron or steel articles,119702.0,0.00356350173063616,0.19696969696969696
Iron Stovetops,Iron or steel articles,712176.0,0.021201320015685098,0.19696969696969696
Iron Radiators,Iron or steel articles,403807.0,0.012021243950334964,0.19696969696969696
Iron Housewares,Iron or steel articles,529168.0,0.01575321284353875,0.19696969696969696
Iron Toiletry,Iron or steel articles,309661.0,0.009218538615984059,0.19696969696969696
Other Cast Iron Products,Iron or steel articles,718155.0,0.02137931350658311,0.19696969696969696
Other Iron Products,Iron or steel articles,33591116.0,1.0,0.19696969696969696
Lead and articles thereof,Metals,15744186.0,0.10192732162854992,5.121212121212121
Raw Lead,Lead and articles thereof,15104809.0,1.0,1.2803030303030303
Scrap Lead,Lead and articles thereof,222180.0,0.014709222738268322,1.2803030303030303
Lead Sheets,Lead and articles thereof,416693.0,0.027586777164808902,1.2803030303030303
Other Lead Products,Lead and articles thereof,504.0,3.3366856873198466e-05,1.2803030303030303
Metal; miscellaneous products of base metal,Metals,29206352.0,0.18908092383440098,5.121212121212121
Padlocks,Metal; miscellaneous products of base metal,698184.0,0.02705419033558931,0.465564738292011
Metal Mountings,Metal; miscellaneous products of base metal,1471154.0,0.057006291076512144,0.465564738292011
Safes,Metal; miscellaneous products of base metal,308758.0,0.011964178067151186,0.465564738292011
Filing Cabinets,Metal; miscellaneous products of base metal,8580.0,0.0003324695969534625,0.465564738292011
Metal Office Supplies,Metal; miscellaneous products of base metal,211354.0,0.008189834404953626,0.465564738292011
Bells and Other Metal Ornaments,Metal; miscellaneous products of base metal,40254.0,0.0015598171510215245,0.465564738292011
Flexible Metal Tubing,Metal; miscellaneous products of base metal,166393.0,0.00644762396805099,0.465564738292011
Other Metal Fasteners,Metal; miscellaneous products of base metal,117052.0,0.004535691289346934,0.465564738292011
Metal Stoppers,Metal; miscellaneous products of base metal,25806871.0,1.0,0.465564738292011
Metal Signs,Metal; miscellaneous products of base metal,349590.0,0.013546392354191254,0.465564738292011
Coated Metal Soldering Products,Metal; miscellaneous products of base metal,28162.0,0.0010912597656647332,0.465564738292011
"Metals; n.e.s., cermets and articles thereof",Metals,4877949.0,0.03157967497402936,5.121212121212121
Tungsten,"Metals; n.e.s., cermets and articles thereof",330461.0,0.08214107013736453,0.569023569023569
Molybdenum,"Metals; n.e.s., cermets and articles thereof",462.0,0.00011483707427945329,0.569023569023569
Tantalum,"Metals; n.e.s., cermets and articles thereof",52086.99999999999,0.012947010147172906,0.569023569023569
Cobalt,"Metals; n.e.s., cermets and articles thereof",4023091.0,1.0,0.569023569023569
Bismuth,"Metals; n.e.s., cermets and articles thereof",1560.0,0.0003877615495150371,0.569023569023569
Titanium,"Metals; n.e.s., cermets and articles thereof",73345.0,0.018231006954602818,0.569023569023569
Zirconium,"Metals; n.e.s., cermets and articles thereof",600.0,0.00014913905750578348,0.569023569023569
Other Metals,"Metals; n.e.s., cermets and articles thereof",393888.0,0.09790680847139674,0.569023569023569
Cermets,"Metals; n.e.s., cermets and articles thereof",2455.0,0.0006102273102944974,0.569023569023569
Nickel and articles thereof,Metals,28001854.0,0.18128304498268105,5.121212121212121
Scrap Nickel,Nickel and articles thereof,40245.0,0.0015394900720773607,1.2803030303030303
Nickel Bars,Nickel and articles thereof,26141773.0,1.0,1.2803030303030303
Nickel Pipes,Nickel and articles thereof,1112018.0,0.04253797169763505,1.2803030303030303
Other Nickel Products,Nickel and articles thereof,707818.0,0.027076128310042323,1.2803030303030303
Tin; articles thereof,Metals,384711.0,0.0024906058548241914,5.121212121212121
Raw Tin,Tin; articles thereof,144508.0,0.6208748480122364,1.2803030303030303
Scrap Tin,Tin; articles thereof,232749.0,1.0,1.2803030303030303
Tin Bars,Tin; articles thereof,68.0,0.00029216022410407776,1.2803030303030303
Other Tin Products,Tin; articles thereof,7386.0,0.03173375610636351,1.2803030303030303
Tools and cutlery,Metals,7481600.0,0.04843562248922612,5.121212121212121
Garden Tools,Tools and cutlery,40092.0,0.009222371358477937,0.3414141414141414
Hand Saws,Tools and cutlery,39256.0,0.009030066099182128,0.3414141414141414
Hand Tools,Tools and cutlery,1482802.0,0.3410892620745735,0.3414141414141414
Wrenches,Tools and cutlery,165338.0,0.03803273559982104,0.3414141414141414
Other Hand Tools,Tools and cutlery,622069.0,0.14309466548431135,0.3414141414141414
Tool Sets,Tools and cutlery,172959.0,0.03978579586428677,0.3414141414141414
Interchangeable Tool Parts,Tools and cutlery,4347255.0,1.0,0.3414141414141414
Cutting Blades,Tools and cutlery,246589.0,0.05672292055561498,0.3414141414141414
Tool Plates,Tools and cutlery,13812.0,0.0031771773222412764,0.3414141414141414
Cooking Hand Tools,Tools and cutlery,27932.0,0.006425203950538904,0.3414141414141414
Knives,Tools and cutlery,57583.0,0.013245829839749451,0.3414141414141414
Razor Blades,Tools and cutlery,20259.0,0.004660182114920795,0.3414141414141414
Scissors,Tools and cutlery,209325.0,0.048151074643654444,0.3414141414141414
Other Cutlery,Tools and cutlery,20581.0,0.0047342518439797065,0.3414141414141414
Cutlery Sets,Tools and cutlery,15748.0,0.0036225158174526223,0.3414141414141414
Zinc and articles thereof,Metals,432491.0,0.002799931940492394,5.121212121212121
Raw Zinc,Zinc and articles thereof,23698.0,0.0821304424674483,1.0242424242424242
Scrap Waste,Zinc and articles thereof,288541.0,1.0,1.0242424242424242
Zinc Bars,Zinc and articles thereof,9.000000000000002,3.119140780686281e-05,1.0242424242424242
Zinc Sheets,Zinc and articles thereof,760.0,0.0026339411036906367,1.0242424242424242
Other Zinc Products,Zinc and articles thereof,119483.0,0.414093664331932,1.0242424242424242
Mineral Products,Exportations,45074720.0,0.010988111760179024,56.333333333333336
"Mineral fuels, mineral oils and products of their distillation",Mineral Products,9985004.0,0.3177301026893098,18.77777777777778
Coal Tar Oil,"Mineral fuels, mineral oils and products of their distillation",117186.0,0.017547584792512456,2.0864197530864197
Pitch Coke,"Mineral fuels, mineral oils and products of their distillation",87.0,1.302749370188063e-05,2.0864197530864197
Refined Petroleum,"Mineral fuels, mineral oils and products of their distillation",2814359.0,0.42142579479690884,2.0864197530864197
Petroleum Gas,"Mineral fuels, mineral oils and products of their distillation",7103.0,0.0010636125030397485,2.0864197530864197
Petroleum Jelly,"Mineral fuels, mineral oils and products of their distillation",359542.0,0.05383828897197202,2.0864197530864197
Petroleum Coke,"Mineral fuels, mineral oils and products of their distillation",69.0,1.0332150177353604e-05,2.0864197530864197
Asphalt,"Mineral fuels, mineral oils and products of their distillation",7386.0,0.0011059892928975902,2.0864197530864197
Asphalt Mixtures,"Mineral fuels, mineral oils and products of their distillation",1088.0,0.00016291854192696697,2.0864197530864197
Electricity,"Mineral fuels, mineral oils and products of their distillation",6678184.0,1.0,2.0864197530864197
"Ores, slag and ash",Mineral Products,3663660.0,0.11658033066573802,18.77777777777778
Chromium Ore,"Ores, slag and ash",1699.0,0.0004811811169689271,2.682539682539683
Molybdenum Ore,"Ores, slag and ash",450.0,0.00012744644063332385,2.682539682539683
Precious Metal Ore,"Ores, slag and ash",201.0,5.692607681621798e-05,2.682539682539683
Other Ores,"Ores, slag and ash",2030.0,0.0005749250544125498,2.682539682539683
Granulated Slag,"Ores, slag and ash",128380.0,0.0363590534411247,2.682539682539683
"Non-Iron and Steel Slag, Ash and Residues","Ores, slag and ash",3530895.0,1.0,2.682539682539683
Other Slag and Ash,"Ores, slag and ash",5.0,1.4160715625924871e-06,2.682539682539683
"Salt; sulphur; earths, stone; plastering materials, lime and cement",Mineral Products,31426056.0,1.0,18.77777777777778
Salt,"Salt; sulphur; earths, stone; plastering materials, lime and cement",871095.0,0.030843041724172397,0.7222222222222222
Sulphur,"Salt; sulphur; earths, stone; plastering materials, lime and cement",4319.0,0.0001529237307144463,0.7222222222222222
Graphite,"Salt; sulphur; earths, stone; plastering materials, lime and cement",2130.0,7.541735272557782e-05,0.7222222222222222
Sand,"Salt; sulphur; earths, stone; plastering materials, lime and cement",632429.0,0.02239254505487533,0.7222222222222222
Quartz,"Salt; sulphur; earths, stone; plastering materials, lime and cement",6249.0,0.0002212596418695473,0.7222222222222222
Kaolin,"Salt; sulphur; earths, stone; plastering materials, lime and cement",106327.0,0.0037647421893204284,0.7222222222222222
Clays,"Salt; sulphur; earths, stone; plastering materials, lime and cement",25091.0,0.0008884022522241658,0.7222222222222222
Chalk,"Salt; sulphur; earths, stone; plastering materials, lime and cement",2031.0,7.191203914819181e-05,0.7222222222222222
Calcium Phosphates,"Salt; sulphur; earths, stone; plastering materials, lime and cement",4505.0,0.0001595094713749897,0.7222222222222222
Siliceous Fossil Meals,"Salt; sulphur; earths, stone; plastering materials, lime and cement",408937.0,0.014479317357530335,0.7222222222222222
Pumice,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1307.0,4.627722066306583e-05,0.7222222222222222
Slate,"Salt; sulphur; earths, stone; plastering materials, lime and cement",6.999999999999999,2.478504549666876e-07,0.7222222222222222
"Marble, Travertine and Alabaster","Salt; sulphur; earths, stone; plastering materials, lime and cement",3588.0000000000005,0.00012704106177435364,0.7222222222222222
Granite,"Salt; sulphur; earths, stone; plastering materials, lime and cement",231.0,8.179065013900694e-06,0.7222222222222222
Gravel and Crushed Stone,"Salt; sulphur; earths, stone; plastering materials, lime and cement",526167.0,0.018630104334065308,0.7222222222222222
Dolomite,"Salt; sulphur; earths, stone; plastering materials, lime and cement",62492.0,0.0022126672331111777,0.7222222222222222
Magnesium Carbonate,"Salt; sulphur; earths, stone; plastering materials, lime and cement",140195.0,0.004963913504864968,0.7222222222222222
Gypsum,"Salt; sulphur; earths, stone; plastering materials, lime and cement",201339.0,0.007128851821791132,0.7222222222222222
Limestone,"Salt; sulphur; earths, stone; plastering materials, lime and cement",76289.0,0.002701180479850519,0.7222222222222222
Quicklime,"Salt; sulphur; earths, stone; plastering materials, lime and cement",5181.0,0.00018344474388320124,0.7222222222222222
Cement,"Salt; sulphur; earths, stone; plastering materials, lime and cement",28242837.0,1.0,0.7222222222222222
Mica,"Salt; sulphur; earths, stone; plastering materials, lime and cement",677.0,2.3970679716063934e-05,0.7222222222222222
Soapstone,"Salt; sulphur; earths, stone; plastering materials, lime and cement",37159.0,0.0013156964365867352,0.7222222222222222
Borax,"Salt; sulphur; earths, stone; plastering materials, lime and cement",3540.0,0.0001253415157974392,0.7222222222222222
Feldspar,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1868.0,6.614066426825322e-05,0.7222222222222222
Other Mineral,"Salt; sulphur; earths, stone; plastering materials, lime and cement",60066.0,0.0021267693468612946,0.7222222222222222
Miscellaneous,Exportations,78183437.0,0.01905920532730799,56.333333333333336
Furniture,Miscellaneous,42589194.0,1.0,18.77777777777778
Seats,Furniture,5845209.0,0.2350492602606794,3.1296296296296298
Medical Furniture,Furniture,154836.0,0.006226310686533631,3.1296296296296298
Other Furniture,Furniture,24868017.0,1.0,3.1296296296296298
Mattresses,Furniture,2113734.0,0.08499809212773178,3.1296296296296298
Light Fixtures,Furniture,8877621.0,0.3569895018167311,3.1296296296296298
Prefabricated Buildings,Furniture,729777.0,0.029346006961471837,3.1296296296296298
Miscellaneous manufactured articles,Miscellaneous,2688360.0,0.06312305417191037,18.77777777777778
Worked Ivory and Bone,Miscellaneous manufactured articles,16097.999999999998,0.01459541646984584,1.0432098765432098
Vegetable and Mineral Carvings,Miscellaneous manufactured articles,11200.0,0.010154594636742044,1.0432098765432098
Brooms,Miscellaneous manufactured articles,1102949.0,1.0,1.0432098765432098
Hand Sifters,Miscellaneous manufactured articles,7904.0,0.0071662425007865274,1.0432098765432098
Travel Kits,Miscellaneous manufactured articles,22299.000000000004,0.020217616589706326,1.0432098765432098
Buttons,Miscellaneous manufactured articles,51503.0,0.0466957221050112,1.0432098765432098
Zippers,Miscellaneous manufactured articles,18768.0,0.01701619929842631,1.0432098765432098
Pens,Miscellaneous manufactured articles,375623.0,0.3405624376104425,1.0432098765432098
Pencils and Crayons,Miscellaneous manufactured articles,110590.0,0.10026755543547344,1.0432098765432098
Chalkboards,Miscellaneous manufactured articles,19759.0,0.017914699591730896,1.0432098765432098
Rubber Stamps,Miscellaneous manufactured articles,31357.0,0.02843014500217145,1.0432098765432098
Ink Ribbons,Miscellaneous manufactured articles,832063.0,0.7543984354670977,1.0432098765432098
Lighters,Miscellaneous manufactured articles,21860.0,0.019819592746355454,1.0432098765432098
Smoking Pipes,Miscellaneous manufactured articles,1025.0,0.0009293267413089816,1.0432098765432098
Combs,Miscellaneous manufactured articles,27660.0,0.025078222111811155,1.0432098765432098
Scent Sprays,Miscellaneous manufactured articles,23519.0,0.021323742076922867,1.0432098765432098
Vacuum Flask,Miscellaneous manufactured articles,8443.0,0.007654932367679739,1.0432098765432098
Mannequins,Miscellaneous manufactured articles,5740.0,0.005204229751330297,1.0432098765432098
Toys and games,Miscellaneous,32905883.0,0.7726345560801174,18.77777777777778
Models and Stuffed Animals,Toys and games,1555714.0,0.07784428171420403,3.1296296296296298
Video and Card Games,Toys and games,122668.0,0.006138019166323617,3.1296296296296298
Party Decorations,Toys and games,837203.0,0.041891675580458074,3.1296296296296298
Sports Equipment,Toys and games,19984949.0,1.0,3.1296296296296298
Fishing and Hunting Equipment,Toys and games,10191317.0,0.5099496125809478,3.1296296296296298
Fairground Amusements,Toys and games,214032.0,0.010709659554297587,3.1296296296296298
Paper Goods,Exportations,250646370.0,0.0611014405822861,56.333333333333336
"Paper and paperboard; articles of paper pulp, of paper or paperboard",Paper Goods,229524375.0,1.0,18.77777777777778
Newsprint,"Paper and paperboard; articles of paper pulp, of paper or paperboard",136806.0,0.0009124606078417907,0.8941798941798942
Uncoated Paper,"Paper and paperboard; articles of paper pulp, of paper or paperboard",552495.0,0.0036849986369716986,0.8941798941798942
Facial Tissue,"Paper and paperboard; articles of paper pulp, of paper or paperboard",76804.0,0.0005122627993266442,0.8941798941798942
Uncoated Kraft Paper,"Paper and paperboard; articles of paper pulp, of paper or paperboard",11746735.0,0.07834768181407568,0.8941798941798942
Other Uncoated Paper,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4207491.0,0.028062875863257928,0.8941798941798942
Vegetable Parchment,"Paper and paperboard; articles of paper pulp, of paper or paperboard",308741.0,0.002059222552561162,0.8941798941798942
Composite Paper,"Paper and paperboard; articles of paper pulp, of paper or paperboard",5947253.0,0.03966663806681661,0.8941798941798942
Corrugated Paper,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4533982.000000001,0.030240486321241312,0.8941798941798942
Carbon Paper,"Paper and paperboard; articles of paper pulp, of paper or paperboard",488493.0,0.0032581218638543623,0.8941798941798942
Kaolin Coated Paper,"Paper and paperboard; articles of paper pulp, of paper or paperboard",255917.0,0.0017069001460246448,0.8941798941798942
Cellulose Fibers Paper,"Paper and paperboard; articles of paper pulp, of paper or paperboard",2491865.0,0.016620094532108855,0.8941798941798942
Cigarette Paper,"Paper and paperboard; articles of paper pulp, of paper or paperboard",20230.0,0.00013492886347557436,0.8941798941798942
Wallpaper,"Paper and paperboard; articles of paper pulp, of paper or paperboard",6075.000000000001,4.0518677489575603e-05,0.8941798941798942
Other Carbon Paper,"Paper and paperboard; articles of paper pulp, of paper or paperboard",28633.000000000004,0.0001909746983636244,0.8941798941798942
Letter Stock,"Paper and paperboard; articles of paper pulp, of paper or paperboard",530025.0,0.0035351295533188978,0.8941798941798942
Toilet Paper,"Paper and paperboard; articles of paper pulp, of paper or paperboard",149930856.0,1.0,0.8941798941798942
Paper Containers,"Paper and paperboard; articles of paper pulp, of paper or paperboard",33664640.0,0.2245344347263648,0.8941798941798942
Paper Notebooks,"Paper and paperboard; articles of paper pulp, of paper or paperboard",5711817.0,0.03809634088929633,0.8941798941798942
Paper Labels,"Paper and paperboard; articles of paper pulp, of paper or paperboard",7729366.0,0.051552870477842135,0.8941798941798942
Paper Spools,"Paper and paperboard; articles of paper pulp, of paper or paperboard",73226.0,0.0004883984654899856,0.8941798941798942
Shaped Paper,"Paper and paperboard; articles of paper pulp, of paper or paperboard",1082925.0,0.007222829435456568,0.8941798941798942
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",Paper Goods,9176204.0,0.039979213536688644,18.77777777777778
Brochures,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",5841035.0,1.0,1.8777777777777778
Newspapers,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",479478.0,0.08208784915687031,1.8777777777777778
Children's Picture Books,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",95940.0,0.016425171223935484,1.8777777777777778
Maps,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",22580.0,0.0038657532440740383,1.8777777777777778
Architectural Plans,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",33910.0,0.005805477967517743,1.8777777777777778
Postage Stamps,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",297527.99999999994,0.05093754788320905,1.8777777777777778
Decals,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",110191.0,0.018864978552602406,1.8777777777777778
Postcards,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",9168.0,0.0015695848424123464,1.8777777777777778
Calendars,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",48103.0,0.008235355549144972,1.8777777777777778
Other Printed Material,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",2238271.0,0.3831976695910913,1.8777777777777778
Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,Paper Goods,11945791.0,0.052045849160900666,18.77777777777778
Mechanical Wood Pulp,Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,10737.0,0.0009016507842774676,4.694444444444445
Sulfite Chemical Woodpulp,Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,770.9999999999999,6.474552991319059e-05,4.694444444444445
Recovered Paper Pulp,Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,26125.0,0.002193874149133728,4.694444444444445
Recovered Paper,Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,11908158.0,1.0,4.694444444444445
Plastics and Rubbers,Exportations,694434972.0,0.16928622257692985,56.333333333333336
Plastics and articles thereof,Plastics and Rubbers,413802415.0,1.0,28.166666666666668
Ethylene Polymers,Plastics and articles thereof,2294038.0,0.018865811620951727,1.0833333333333335
Propylene Polymers,Plastics and articles thereof,1627813.0,0.013386880867769537,1.0833333333333335
Styrene Polymers,Plastics and articles thereof,116339.0,0.0009567538367585467,1.0833333333333335
Vinyl Chloride Polymers,Plastics and articles thereof,8481086.0,0.0697471318335141,1.0833333333333335
Other Vinyl Polymers,Plastics and articles thereof,292054.0,0.0024018066601971875,1.0833333333333335
Acrylic Polymers,Plastics and articles thereof,815880.0,0.006709670190860873,1.0833333333333335
Polyacetals,Plastics and articles thereof,2670405.0,0.021960995276297777,1.0833333333333335
Polyamides,Plastics and articles thereof,93385.0,0.0007679837117879377,1.0833333333333335
Amino-resins,Plastics and articles thereof,411368.0,0.0033830264341251845,1.0833333333333335
Silicone,Plastics and articles thereof,375867.0,0.0030910717331326955,1.0833333333333335
Petroleum Resins,Plastics and articles thereof,171368.0,0.0014093037717157499,1.0833333333333335
Cellulose,Plastics and articles thereof,319432.0,0.002626959072911544,1.0833333333333335
Natural Polymers,Plastics and articles thereof,97388.0,0.0008009037610280417,1.0833333333333335
Polymer Ion-Exchangers,Plastics and articles thereof,1753.0,1.4416399280015579e-05,1.0833333333333335
Scrap Plastic,Plastics and articles thereof,3680432.0,0.030267300191070334,1.0833333333333335
Monofilament,Plastics and articles thereof,3251581.0,0.02674049628483305,1.0833333333333335
Plastic Pipes,Plastics and articles thereof,60563892.0,0.49806802568382275,1.0833333333333335
Plastic Floor Coverings,Plastics and articles thereof,186464.0,0.0015334509271813033,1.0833333333333335
Self-adhesive Plastics,Plastics and articles thereof,7661840.0,0.06300978018231293,1.0833333333333335
Raw Plastic Sheeting,Plastics and articles thereof,18384377.0,0.15119025632991157,1.0833333333333335
Other Plastic Sheetings,Plastics and articles thereof,62079236.0,0.5105299789927651,1.0833333333333335
Plastic Wash Basins,Plastics and articles thereof,1302943.0,0.010715200528865567,1.0833333333333335
Plastic Lids,Plastics and articles thereof,92393774.0,0.7598320233722317,1.0833333333333335
Plastic Housewares,Plastics and articles thereof,5937352.0,0.04882785915459159,1.0833333333333335
Plastic Building Materials,Plastics and articles thereof,18994717.0,0.1562095975373073,1.0833333333333335
Other Plastic Products,Plastics and articles thereof,121597631.0,1.0,1.0833333333333335
Rubber and articles thereof,Plastics and Rubbers,280632557.0,0.6781800850533943,28.166666666666668
Rubber,Rubber and articles thereof,141520.0,0.0006960792309331826,1.6568627450980393
Synthetic Rubber,Rubber and articles thereof,103315.0,0.0005081643989814992,1.6568627450980393
Reclaimed Rubber,Rubber and articles thereof,80699.0,0.000396925507752098,1.6568627450980393
Scrap Rubber,Rubber and articles thereof,54833.0,0.0002697011904307462,1.6568627450980393
Compounded Unvulcanised Rubber,Rubber and articles thereof,593622.0,0.002919784802324885,1.6568627450980393
Unvulcanised Rubber Products,Rubber and articles thereof,8956.0,4.405091571677207e-05,1.6568627450980393
Rubber Thread,Rubber and articles thereof,16717.0,8.222411322435001e-05,1.6568627450980393
Rubber Sheets,Rubber and articles thereof,155055.0,0.0007626523823653521,1.6568627450980393
Rubber Pipes,Rubber and articles thereof,505138.0,0.002484568050841761,1.6568627450980393
Rubber Belting,Rubber and articles thereof,134832.0,0.0006631836833322701,1.6568627450980393
Rubber Tires,Rubber and articles thereof,203310189.0,1.0,1.6568627450980393
Used Rubber Tires,Rubber and articles thereof,48203.0,0.00023709092120316705,1.6568627450980393
Rubber Inner Tubes,Rubber and articles thereof,55388.0,0.00027243100934798696,1.6568627450980393
Pharmaceutical Rubber Products,Rubber and articles thereof,320456.0,0.0015761925242221875,1.6568627450980393
Rubber Apparel,Rubber and articles thereof,590576.0,0.0029048027691322446,1.6568627450980393
Other Rubber Products,Rubber and articles thereof,74474925.0,0.3663118182434034,1.6568627450980393
Hard Rubber,Rubber and articles thereof,38133.0,0.0001875606932813387,1.6568627450980393
Precious Metals,Exportations,52265262.0,0.012740989628577568,56.333333333333336
"Precious metals, gems and jewelry",Precious Metals,52265262.0,1.0,56.333333333333336
Pearls,"Precious metals, gems and jewelry",288.00000000000006,9.627977297363256e-06,3.5208333333333335
Diamonds,"Precious metals, gems and jewelry",33546.0,0.0011214587722824573,3.5208333333333335
Precious Stones,"Precious metals, gems and jewelry",13340.0,0.0004459625595375896,3.5208333333333335
Synthetic Reconstructed Jewellery Stones,"Precious metals, gems and jewelry",1456.9999999999998,4.870820459117451e-05,3.5208333333333335
Silver,"Precious metals, gems and jewelry",159435.0,0.005329988056962188,3.5208333333333335
Gold,"Precious metals, gems and jewelry",29912825.000000004,1.0,3.5208333333333335
Gold Clad Metals,"Precious metals, gems and jewelry",202503.00000000003,0.006769771828638719,3.5208333333333335
Platinum,"Precious metals, gems and jewelry",7134529.0,0.23851070569229083,3.5208333333333335
Platinum Clad Metals,"Precious metals, gems and jewelry",1219311.0,0.04076214800842113,3.5208333333333335
Precious Metal Scraps,"Precious metals, gems and jewelry",5372195.0,0.179595039920168,3.5208333333333335
Jewellery,"Precious metals, gems and jewelry",2865945.0,0.09580990762323517,3.5208333333333335
Metal-Clad Products,"Precious metals, gems and jewelry",14077.0,0.00047060082088535595,3.5208333333333335
Other Precious Metal Products,"Precious metals, gems and jewelry",597506.0,0.019974910427216417,3.5208333333333335
Pearl Products,"Precious metals, gems and jewelry",40732.0,0.0013616901780423613,3.5208333333333335
Imitation Jewellery,"Precious metals, gems and jewelry",4681069.0,0.15649036826177398,3.5208333333333335
Coin,"Precious metals, gems and jewelry",16504.0,0.0005517365879016776,3.5208333333333335
Stone And Glass,Exportations,154614745.0,0.03769128455665573,56.333333333333336
Ceramic products,Stone And Glass,4008246.0,0.03320995751722814,18.77777777777778
Bricks,Ceramic products,3727.0,0.0018047071527318773,1.7070707070707072
Refractory Bricks,Ceramic products,61296.99999999999,0.029681549326805976,1.7070707070707072
Refractory Ceramics,Ceramic products,34537.0,0.016723684178669398,1.7070707070707072
Ceramic Bricks,Ceramic products,44255.99999999999,0.021429868460236638,1.7070707070707072
Unglazed Ceramics,Ceramic products,2065155.0,1.0,1.7070707070707072
Laboratory Ceramic Ware,Ceramic products,29880.0,0.014468647631775824,1.7070707070707072
Bathroom Ceramics,Ceramic products,1390890.9999999998,0.6735044100805991,1.7070707070707072
Porcelain Tableware,Ceramic products,38247.0,0.01852015950376606,1.7070707070707072
Ceramic Tableware,Ceramic products,104315.0,0.05051194704513705,1.7070707070707072
Ornamental Ceramics,Ceramic products,136899.0,0.06628993949606689,1.7070707070707072
Other Ceramic Articles,Ceramic products,99042.0,0.04795862780275573,1.7070707070707072
Glass and glassware,Stone And Glass,120694102.0,1.0,18.77777777777778
Glass Scraps,Glass and glassware,546.0,6.14365900127059e-06,1.0432098765432098
Glass Balls,Glass and glassware,500.0,5.6260613564748986e-06,1.0432098765432098
Cast or Rolled Glass,Glass and glassware,661528.0,0.007443594234052254,1.0432098765432098
